iso,fuel,X1850,X1851,X1852,X1853,X1854,X1855,X1856,X1857,X1858,X1859,X1860,X1861,X1862,X1863,X1864,X1865,X1866,X1867,X1868,X1869,X1870,X1871,X1872,X1873,X1874,X1875,X1876,X1877,X1878,X1879,X1880,X1881,X1882,X1883,X1884,X1885,X1886,X1887,X1888,X1889,X1890,X1891,X1892,X1893,X1894,X1895,X1896,X1897,X1898,X1899,X1900,X1901,X1902,X1903,X1904,X1905,X1906,X1907,X1908,X1909,X1910,X1911,X1912,X1913,X1914,X1915,X1916,X1917,X1918,X1919,X1920,X1921,X1922,X1923,X1924,X1925,X1926,X1927,X1928,X1929,X1930,X1931,X1932,X1933,X1934,X1935,X1936,X1937,X1938,X1939,X1940,X1941,X1942,X1943,X1944,X1945,X1946,X1947,X1948,X1949,X1950,X1951,X1952,X1953,X1954,X1955,X1956,X1957,X1958,X1959,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000
pry,biomass,7.5,7.98,8.46,8.94,9.42,9.9,10.54,11.18,11.82,12.46,13.1,13.96,14.82,15.68,16.54,17.4,18.52,19.64,20.76,21.88,23,24.5,26,27.5,29,30.5,32.5,34.5,36.5,38.5,40.5,43.12,45.74,48.36,50.98,53.6,57.1,60.6,64.1,67.6,71.1,75.84,80.58,85.32,90.06,94.8,101.14,107.48,113.82,120.16,126.5,139.74,152.98,166.22,179.46,192.7,205.28,217.86,230.44,243.02,255.6,255.7,255.8,255.9,256,256.1,265.08,274.06,283.04,292.02,301,319.52,338.04,356.56,375.08,393.6,406.64,419.68,432.72,445.76,458.8,460.78,462.76,464.74,466.72,468.7,470.3,471.9,473.5,475.1,476.7,479.64,482.58,485.52,488.46,491.4,497.22,503.04,508.86,514.68,520.5,522.46,524.42,526.38,528.34,530.3,537.84,545.38,552.92,560.46,568,594.58,621.16,647.74,674.32,700.9,764.38,827.86,891.34,954.82,1018.3,1026.7,1035.1,1043.5,1051.9,1060.3,1166.06,1271.82,1377.58,1483.34,1589.1,1608.96,1628.82,1648.68,1668.54,1688.4,1832.38,1976.36,2120.34,2264.32,2408.3,2613.26,2818.22,3023.18,3228.14,3433.1,3396.42,3359.74,3323.06,3286.38,3249.7
reu,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,688,697.8,707.6,717.4,727.2,737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rou,biomass,1607.5,1628.98,1650.46,1671.94,1693.42,1714.9,1737.84,1760.78,1783.72,1806.66,1829.6,1854.06,1878.52,1902.98,1927.44,1951.9,1981.42,2010.94,2040.46,2069.98,2099.5,2145.24,2190.98,2236.72,2282.46,2328.2,2378.94,2429.68,2480.42,2531.16,2581.9,2638.16,2694.42,2750.68,2806.94,2863.2,2925.6,2988,3050.4,3112.8,3175.2,3237.06,3298.92,3360.78,3422.64,3484.5,3552.36,3620.22,3688.08,3755.94,3823.8,3919.36,4014.92,4110.48,4206.04,4301.6,4409.1,4516.6,4624.1,4731.6,4839.1,4901.16,4963.22,5025.28,5087.34,5149.4,4988.92,4828.44,4667.96,4507.48,4347,3985.96,3624.92,3263.88,2902.84,2541.8,2366.66,2191.52,2016.38,1841.24,1666.1,1453.1,1240.1,1027.1,814.1,601.1,506.82,412.54,318.26,223.98,129.7,108.46,87.22,65.98,44.74,23.5,20.98,18.46,15.94,13.42,10.9,11.7,12.5,13.3,14.1,14.9,16.3,17.7,19.1,20.5,21.9,25.94,29.98,34.02,38.06,42.1,48.24,54.38,60.52,66.66,72.8,78.66,84.52,90.38,96.24,102.1,115.92,129.74,143.56,157.38,171.2,162.36,153.52,144.68,135.84,127,124.34,121.68,119.02,116.36,113.7,226.88,340.06,453.24,566.42,679.6,702.06,724.52,746.98,769.44,791.9
rus,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769.3,799.8,830.3,860.8,891.3,921.8,836,750.2,664.4,578.6,492.8
rwa,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sdn,biomass,201,204.4,207.8,211.2,214.6,218,221.8,225.6,229.4,233.2,237,241.2,245.4,249.6,253.8,258,262.4,266.8,271.2,275.6,280,286,292,298,304,310,316.6,323.2,329.8,336.4,343,350.4,357.8,365.2,372.6,380,388.2,396.4,404.6,412.8,421,430,439,448,457,466,475.8,485.6,495.4,505.2,515,526,537,548,559,570,582.2,594.4,606.6,618.8,631,643.2,655.4,667.6,679.8,692,703,714,725,736,747,757.4,767.8,778.2,788.6,799,807.4,815.8,824.2,832.6,841,847.6,854.2,860.8,867.4,874,879.2,884.4,889.6,894.8,900,901.4,902.8,904.2,905.6,907,902.6,898.2,893.8,889.4,885,908.8,932.6,956.4,980.2,1004,1038.4,1072.8,1107.2,1141.6,1176,1180.4,1184.8,1189.2,1193.6,1198,1247.2,1296.4,1345.6,1394.8,1444,1517.4,1590.8,1664.2,1737.6,1811,1777.16,1743.32,1709.48,1675.64,1641.8,1655.68,1669.56,1683.44,1697.32,1711.2,1734.06,1756.92,1779.78,1802.64,1825.5,1891.2,1956.9,2022.6,2088.3,2154,2306.02,2458.04,2610.06,2762.08,2914.1
sen,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,224,237,250,263,276,278.6,281.2,283.8,286.4,289,290.8,292.6,294.4,296.2,298,324.8,351.6,378.4,405.2,432,412.2,392.4,372.6,352.8,333,306,279,252,225,198,252.4,306.8,361.2,415.6,470,482.2,494.4,506.6,518.8,531
slv,biomass,3.2,3.4,3.6,3.8,4,4.2,4.48,4.76,5.04,5.32,5.6,5.96,6.32,6.68,7.04,7.4,7.9,8.4,8.9,9.4,9.9,10.54,11.18,11.82,12.46,13.1,13.94,14.78,15.62,16.46,17.3,18.42,19.54,20.66,21.78,22.9,24.4,25.9,27.4,28.9,30.4,32.44,34.48,36.52,38.56,40.6,43.3,46,48.7,51.4,54.1,59.78,65.46,71.14,76.82,82.5,87.88,93.26,98.64,104.02,109.4,109.44,109.48,109.52,109.56,109.6,113.44,117.28,121.12,124.96,128.8,131.2,133.6,136,138.4,140.8,147,153.2,159.4,165.6,171.8,171.74,171.68,171.62,171.56,171.5,175.16,178.82,182.48,186.14,189.8,183.78,177.76,171.74,165.72,159.7,160.7,161.7,162.7,163.7,164.7,164.06,163.42,162.78,162.14,161.5,163.92,166.34,168.76,171.18,173.6,204.1,234.6,265.1,295.6,326.1,429.52,532.94,636.36,739.78,843.2,977.16,1111.12,1245.08,1379.04,1513,1327.72,1142.44,957.16,771.88,586.6,569.1,551.6,534.1,516.6,499.1,594.54,689.98,785.42,880.86,976.3,962.28,948.26,934.24,920.22,906.2,849.3,792.4,735.5,678.6,621.7
som,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,157.8,152.6,147.4,142.2,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sur,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,40.8,39.6,38.4,37.2,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
svk,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,446.6,486.36,526.12,565.88,605.64,645.4
svn,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,185.1,169.92,154.74,139.56,124.38,109.2
swe,biomass,1612.2,1694.78,1777.36,1859.94,1942.52,2025.1,2136.36,2247.62,2358.88,2470.14,2581.4,2623.12,2664.84,2706.56,2748.28,2790,2920.14,3050.28,3180.42,3310.56,3440.7,3609.76,3778.82,3947.88,4116.94,4286,4277.92,4269.84,4261.76,4253.68,4245.6,4362.46,4479.32,4596.18,4713.04,4829.9,4728.12,4626.34,4524.56,4422.78,4321,4301.06,4281.12,4261.18,4241.24,4221.3,4163,4104.7,4046.4,3988.1,3929.8,3797.94,3666.08,3534.22,3402.36,3270.5,3209.78,3149.06,3088.34,3027.62,2966.9,2919.68,2872.46,2825.24,2778.02,2730.8,2660.22,2589.64,2519.06,2448.48,2377.9,2438.5,2499.1,2559.7,2620.3,2680.9,2745.6,2810.3,2875,2939.7,3004.4,2928.66,2852.92,2777.18,2701.44,2625.7,2660.32,2694.94,2729.56,2764.18,2798.8,2823.08,2847.36,2871.64,2895.92,2920.2,2929.42,2938.64,2947.86,2957.08,2966.3,3298.16,3630.02,3961.88,4293.74,4625.6,4855.98,5086.36,5316.74,5547.12,5777.5,5934.02,6090.54,6247.06,6403.58,6560.1,6971.72,7383.34,7794.96,8206.58,8618.2,8848.84,9079.48,9310.12,9540.76,9771.4,9650.86,9530.32,9409.78,9289.24,9168.7,9446.62,9724.54,10002.46,10280.38,10558.3,10672.38,10786.46,10900.54,11014.62,11128.7,11404.8,11680.9,11957,12233.1,12509.2,12939.42,13369.64,13799.86,14230.08,14660.3
swz,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587,615.6,644.2,672.8,701.4,730,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tha,biomass,892.5,898.14,903.78,909.42,915.06,920.7,926.5,932.3,938.1,943.9,949.7,955.7,961.7,967.7,973.7,979.7,985.88,992.06,998.24,1004.42,1010.6,1023.12,1035.64,1048.16,1060.68,1073.2,1086.48,1099.76,1113.04,1126.32,1139.6,1153.72,1167.84,1181.96,1196.08,1210.2,1225.18,1240.16,1255.14,1270.12,1285.1,1304.48,1323.86,1343.24,1362.62,1382,1402.82,1423.64,1444.46,1465.28,1486.1,1508.5,1530.9,1553.3,1575.7,1598.1,1622.18,1646.26,1670.34,1694.42,1718.5,1746.14,1773.78,1801.42,1829.06,1856.7,1889.4,1922.1,1954.8,1987.5,2020.2,2051.9,2083.6,2115.3,2147,2178.7,2210.66,2242.62,2274.58,2306.54,2338.5,2390.12,2441.74,2493.36,2544.98,2596.6,2643.16,2689.72,2736.28,2782.84,2829.4,2868.9,2908.4,2947.9,2987.4,3026.9,3071.1,3115.3,3159.5,3203.7,3247.9,3443.72,3639.54,3835.36,4031.18,4227,4479.5,4732,4984.5,5237,5489.5,5303.1,5116.7,4930.3,4743.9,4557.5,4972.04,5386.58,5801.12,6215.66,6630.2,6883.6,7137,7390.4,7643.8,7897.2,7351.3,6805.4,6259.5,5713.6,5167.7,6020.04,6872.38,7724.72,8577.06,9429.4,9803.72,10178.04,10552.36,10926.68,11301,12188.14,13075.28,13962.42,14849.56,15736.7,15927.42,16118.14,16308.86,16499.58,16690.3
tto,biomass,31.7,32.36,33.02,33.68,34.34,35,37,39,41,43,45,45.34,45.68,46.02,46.36,46.7,51.36,56.02,60.68,65.34,70,65.34,60.68,56.02,51.36,46.7,56.7,66.7,76.7,86.7,96.7,99.7,102.7,105.7,108.7,111.7,109.36,107.02,104.68,102.34,100,99,98,97,96,95,91.66,88.32,84.98,81.64,78.3,75.64,72.98,70.32,67.66,65,69.66,74.32,78.98,83.64,88.3,90.64,92.98,95.32,97.66,100,99.66,99.32,98.98,98.64,98.3,102.3,106.3,110.3,114.3,118.3,121.64,124.98,128.32,131.66,135,148,161,174,187,200,191.34,182.68,174.02,165.36,156.7,151.36,146.02,140.68,135.34,130,153.66,177.32,200.98,224.64,248.3,263.98,279.66,295.34,311.02,326.7,335.02,343.34,351.66,359.98,368.3,380.3,392.3,404.3,416.3,428.3,561.1,693.9,826.7,959.5,1092.3,1035.7,979.1,922.5,865.9,809.3,685.44,561.58,437.72,313.86,190,179,168,157,146,135,147.34,159.68,172.02,184.36,196.7,197.54,198.38,199.22,200.06,200.9,207.1,213.3,219.5,225.7,231.9
twn,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.3,71.98,85.66,99.34,113.02,126.7,191.36,256.02,320.68,385.34,450,467,484,501,518,535,508.34,481.68,455.02,428.36,401.7,488.02,574.34,660.66,746.98,833.3,932.3,1031.3,1130.3,1229.3,1328.3,1363.3,1398.3,1433.3,1468.3,1503.3,1474.98,1446.66,1418.34,1390.02,1361.7,1118.02,874.34,630.66,386.98,143.3,233.3,323.3,413.3,503.3,593.3,746.3,899.3,1052.3,1205.3,1358.3,1409.98,1461.66,1513.34,1565.02,1616.7,1641.7,1666.7,1691.7,1716.7,1741.7,2131.62,2521.54,2911.46,3301.38,3691.3,3792.64,3893.98,3995.32,4096.66,4198,3685.4,3172.8,2660.2,2147.6,1635,1598.34,1561.68,1525.02,1488.36,1451.7,1347.36,1243.02,1138.68,1034.34,930,896.34,862.68,829.02,795.36,761.7,761.7,761.7,761.7,761.7,761.7
tza,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1744,1815.8,1887.6,1959.4,2031.2,2103,2081.8,2060.6,2039.4,2018.2,1997,2003.8,2010.6,2017.4,2024.2,2031,2116.6,2202.2,2287.8,2373.4,2459,2496.4,2533.8,2571.2,2608.6,2646,2757,2868,2979,3090,3201
uga,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,419.2,336.4,253.6,170.8,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ury,biomass,35.9,38.24,40.58,42.92,45.26,47.6,50.7,53.8,56.9,60,63.1,67.22,71.34,75.46,79.58,83.7,89.14,94.58,100.02,105.46,110.9,111.7,112.5,113.3,114.1,114.9,120.56,126.22,131.88,137.54,143.2,157.52,171.84,186.16,200.48,214.8,215.52,216.24,216.96,217.68,218.4,235.04,251.68,268.32,284.96,301.6,301.48,301.36,301.24,301.12,301,309.54,318.08,326.62,335.16,343.7,375.48,407.26,439.04,470.82,502.6,493.36,484.12,474.88,465.64,456.4,473.84,491.28,508.72,526.16,543.6,578.62,613.64,648.66,683.68,718.7,786.12,853.54,920.96,988.38,1055.8,1016.66,977.52,938.38,899.24,860.1,877.4,894.7,912,929.3,946.6,953.56,960.52,967.48,974.44,981.4,1023.06,1064.72,1106.38,1148.04,1189.7,1055.76,921.82,787.88,653.94,520,451.7,383.4,315.1,246.8,178.5,174.4,170.3,166.2,162.1,158,168.56,179.12,189.68,200.24,210.8,233.42,256.04,278.66,301.28,323.9,329.28,334.66,340.04,345.42,350.8,391.96,433.12,474.28,515.44,556.6,580.78,604.96,629.14,653.32,677.5,659.34,641.18,623.02,604.86,586.7,535.3,483.9,432.5,381.1,329.7
usa,biomass,7683,7863.4,8043.8,8224.2,8404.6,8585,8766,8947,9128,9309,9490,9580.6,9671.2,9761.8,9852.4,9943,10033.6,10124.2,10214.8,10305.4,10396,10380.8,10365.6,10350.4,10335.2,10320,10380,10440,10500,10560,10620,10888.4,11156.8,11425.2,11693.6,11962,12253.8,12545.6,12837.4,13129.2,13421,13682.8,13944.6,14206.4,14468.2,14730,14865.2,15000.4,15135.6,15270.8,15406,15494.2,15582.4,15670.6,15758.8,15847,16091.4,16335.8,16580.2,16824.6,17069,17327,17585,17843,18101,18359,18626,18893,19160,19427,19694,19973.2,20252.4,20531.6,20810.8,21090,21374.4,21658.8,21943.2,22227.6,22512,22871.6,23231.2,23590.8,23950.4,24310,24763.4,25216.8,25670.2,26123.6,26577,26552,26527,26502,26477,26452,27041,27630,28219,28808,29397,30410.8,31424.6,32438.4,33452.2,34466,34743.06,35020.12,35297.18,35574.24,35851.3,37697.74,39544.18,41390.62,43237.06,45083.5,46812.86,48542.22,50271.58,52000.94,53730.3,54198.12,54665.94,55133.76,55601.58,56069.4,61730.08,67390.76,73051.44,78712.12,84372.8,84847.38,85321.96,85796.54,86271.12,86745.7,84603.82,82461.94,80320.06,78178.18,76036.3,78252.84,80469.38,82685.92,84902.46,87119,86948.66,86778.32,86607.98,86437.64,86267.3
ussr,biomass,127.5,129.62,131.74,133.86,135.98,138.1,140.42,142.74,145.06,147.38,149.7,146.04,142.38,138.72,135.06,131.4,143.14,154.88,166.62,178.36,190.1,197.02,203.94,210.86,217.78,224.7,241.98,259.26,276.54,293.82,311.1,324.94,338.78,352.62,366.46,380.3,404.5,428.7,452.9,477.1,501.3,539.32,577.34,615.36,653.38,691.4,760.54,829.68,898.82,967.96,1037.1,1068.2,1099.3,1130.4,1161.5,1192.6,1220.26,1247.92,1275.58,1303.24,1330.9,1433.94,1536.98,1640.02,1743.06,1846.1,2070.02,2293.94,2517.86,2741.78,2965.7,3773.46,4581.22,5388.98,6196.74,7004.5,9964.78,12925.06,15885.34,18845.62,21805.9,24946.98,28088.06,31229.14,34370.22,37511.3,42388.9,47266.5,52144.1,57021.7,61899.3,55894.28,49889.26,43884.24,37879.22,31874.2,30537.98,29201.76,27865.54,26529.32,25193.1,25449.32,25705.54,25961.76,26217.98,26474.2,25401.84,24329.48,23257.12,22184.76,21112.4,19741.3,18370.2,16999.1,15628,14256.9,13231.78,12206.66,11181.54,10156.42,9131.3,8382.48,7633.66,6884.84,6136.02,5387.2,5020.74,4654.28,4287.82,3921.36,3554.9,3290.86,3026.82,2762.78,2498.74,2234.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ven,biomass,21.4,22.8,24.2,25.6,27,28.4,30.26,32.12,33.98,35.84,37.7,40.14,42.58,45.02,47.46,49.9,53.16,56.42,59.68,62.94,66.2,68.08,69.96,71.84,73.72,75.6,77.74,79.88,82.02,84.16,86.3,88.74,91.18,93.62,96.06,98.5,101.3,104.1,106.9,109.7,112.5,115.7,118.9,122.1,125.3,128.5,132.16,135.82,139.48,143.14,146.8,150.18,153.56,156.94,160.32,163.7,165.9,168.1,170.3,172.5,174.7,179.96,185.22,190.48,195.74,201,210.14,219.28,228.42,237.56,246.7,287.7,328.7,369.7,410.7,451.7,515.84,579.98,644.12,708.26,772.4,762.04,751.68,741.32,730.96,720.6,767.54,814.48,861.42,908.36,955.3,1012.08,1068.86,1125.64,1182.42,1239.2,1373.1,1507,1640.9,1774.8,1908.7,2093.74,2278.78,2463.82,2648.86,2833.9,2850.1,2866.3,2882.5,2898.7,2914.9,2748.84,2582.78,2416.72,2250.66,2084.6,2231.78,2378.96,2526.14,2673.32,2820.5,2850.6,2880.7,2910.8,2940.9,2971,2562.18,2153.36,1744.54,1335.72,926.9,998.48,1070.06,1141.64,1213.22,1284.8,1308.94,1333.08,1357.22,1381.36,1405.5,1409.82,1414.14,1418.46,1422.78,1427.1,1427.1,1427.1,1427.1,1427.1,1427.1
vnm,biomass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140,145.66,151.32,156.98,162.64,168.3,176.98,185.66,194.34,203.02,211.7,184.7,157.7,130.7,103.7,76.7,119.7,162.7,205.7,248.7,291.7,390.02,488.34,586.66,684.98,783.3,754.22,725.14,696.06,666.98,637.9,687.44,736.98,786.52,836.06,885.6,954.38,1023.16,1091.94,1160.72,1229.5
