FLOW,PRODUCT,balance_correction
TCOKEOVS,Hard coal (if no detail) (kt),-1
TCOKEOVS,Coke oven coke (kt),1
TCOKEOVS,Gas coke (kt),-1
TCOKEOVS,Coal tar (kt),1
TCOKEOVS,BKB/peat briquettes (kt),-1
TCOKEOVS,Gas works gas (TJ-gross),-1
TCOKEOVS,Coke oven gas (TJ-gross),1
TCOKEOVS,Blast furnace gas (TJ-gross),-1
TCOKEOVS,-,-1
TCOKEOVS,Elec/heat output from non-specified manufactured gases,-1
TCOKEOVS,Industrial waste (TJ-net),-1
TCOKEOVS,Brown coal (if no detail) (kt),-1
TCOKEOVS,Municipal waste (renewable) (TJ-net),-1
TCOKEOVS,Municipal waste (non-renewable) (TJ-net),-1
TCOKEOVS,Primary solid biofuels (TJ-net),-1
TCOKEOVS,Biogases (TJ-net),-1
TCOKEOVS,Biogasoline (kt),-1
TCOKEOVS,Biodiesels (kt),-1
TCOKEOVS,Other liquid biofuels (kt),-1
TCOKEOVS,0,-1
TCOKEOVS,Charcoal (kt),-1
TCOKEOVS,Natural gas (TJ-gross),-1
TCOKEOVS,Anthracite (kt),-1
TCOKEOVS,Crude/NGL/feedstocks (if no detail) (kt),-1
TCOKEOVS,Crude oil (kt),-1
TCOKEOVS,Natural gas liquids (kt),-1
TCOKEOVS,Refinery feedstocks (kt),-1
TCOKEOVS,Additives/blending components (kt),-1
TCOKEOVS,Other hydrocarbons (kt),1
TCOKEOVS,Refinery gas (kt),-1
TCOKEOVS,Ethane (kt),-1
TCOKEOVS,Liquefied petroleum gases (LPG) (kt),-1
TCOKEOVS,Motor gasoline (kt),-1
TCOKEOVS,Coking coal (kt),-1
TCOKEOVS,Aviation gasoline (kt),-1
TCOKEOVS,Gasoline type jet fuel (kt),-1
TCOKEOVS,Kerosene type jet fuel (kt),-1
TCOKEOVS,Other kerosene (kt),-1
TCOKEOVS,Gas/diesel oil (kt),-1
TCOKEOVS,Fuel oil (kt),-1
TCOKEOVS,Naphtha (kt),-1
TCOKEOVS,White spirit & SBP (kt),-1
TCOKEOVS,Lubricants (kt),-1
TCOKEOVS,Bitumen (kt),-1
TCOKEOVS,Other bituminous coal (kt),-1
TCOKEOVS,Paraffin waxes (kt),-1
TCOKEOVS,Petroleum coke (kt),-1
TCOKEOVS,Non-specified oil products (kt),-1
TCOKEOVS,Heat output from non-specified combustible fuels,-1
TCOKEOVS,Nuclear,-1
TCOKEOVS,Hydro,-1
TCOKEOVS,Geothermal (direct use in TJ-net),-1
TCOKEOVS,Solar photovoltaics,-1
TCOKEOVS,Solar thermal (direct use in TJ-net),-1
TCOKEOVS,"Tide, wave and ocean",-1
TCOKEOVS,Sub-bituminous coal (kt),-1
TCOKEOVS,Wind,-1
TCOKEOVS,Other sources,-1
TCOKEOVS,Electricity (GWh),-1
TCOKEOVS,Heat (TJ),-1
TCOKEOVS,-,-1
TCOKEOVS,Lignite (kt),-1
TCOKEOVS,Peat (kt),-1
TCOKEOVS,Patent fuel (kt),-1
TGASWKS,Hard coal (if no detail) (kt),-1
TGASWKS,Coke oven coke (kt),-1
TGASWKS,Gas coke (kt),1
TGASWKS,Coal tar (kt),-1
TGASWKS,BKB/peat briquettes (kt),-1
TGASWKS,Gas works gas (TJ-gross),1
TGASWKS,Coke oven gas (TJ-gross),-1
TGASWKS,Blast furnace gas (TJ-gross),-1
TGASWKS,-,-1
TGASWKS,Elec/heat output from non-specified manufactured gases,-1
TGASWKS,Industrial waste (TJ-net),-1
TGASWKS,Brown coal (if no detail) (kt),-1
TGASWKS,Municipal waste (renewable) (TJ-net),-1
TGASWKS,Municipal waste (non-renewable) (TJ-net),-1
TGASWKS,Primary solid biofuels (TJ-net),-1
TGASWKS,Biogases (TJ-net),-1
TGASWKS,Biogasoline (kt),-1
TGASWKS,Biodiesels (kt),-1
TGASWKS,Other liquid biofuels (kt),-1
TGASWKS,0,-1
TGASWKS,Charcoal (kt),-1
TGASWKS,Natural gas (TJ-gross),-1
TGASWKS,Anthracite (kt),-1
TGASWKS,Crude/NGL/feedstocks (if no detail) (kt),-1
TGASWKS,Crude oil (kt),-1
TGASWKS,Natural gas liquids (kt),-1
TGASWKS,Refinery feedstocks (kt),-1
TGASWKS,Additives/blending components (kt),-1
TGASWKS,Other hydrocarbons (kt),-1
TGASWKS,Refinery gas (kt),-1
TGASWKS,Ethane (kt),-1
TGASWKS,Liquefied petroleum gases (LPG) (kt),-1
TGASWKS,Motor gasoline (kt),-1
TGASWKS,Coking coal (kt),-1
TGASWKS,Aviation gasoline (kt),-1
TGASWKS,Gasoline type jet fuel (kt),-1
TGASWKS,Kerosene type jet fuel (kt),-1
TGASWKS,Other kerosene (kt),-1
TGASWKS,Gas/diesel oil (kt),-1
TGASWKS,Fuel oil (kt),-1
TGASWKS,Naphtha (kt),-1
TGASWKS,White spirit & SBP (kt),-1
TGASWKS,Lubricants (kt),-1
TGASWKS,Bitumen (kt),-1
TGASWKS,Other bituminous coal (kt),-1
TGASWKS,Paraffin waxes (kt),-1
TGASWKS,Petroleum coke (kt),-1
TGASWKS,Non-specified oil products (kt),-1
TGASWKS,Heat output from non-specified combustible fuels,-1
TGASWKS,Nuclear,-1
TGASWKS,Hydro,-1
TGASWKS,Geothermal (direct use in TJ-net),-1
TGASWKS,Solar photovoltaics,-1
TGASWKS,Solar thermal (direct use in TJ-net),-1
TGASWKS,"Tide, wave and ocean",-1
TGASWKS,Sub-bituminous coal (kt),-1
TGASWKS,Wind,-1
TGASWKS,Other sources,-1
TGASWKS,Electricity (GWh),-1
TGASWKS,Heat (TJ),-1
TGASWKS,-,-1
TGASWKS,Lignite (kt),-1
TGASWKS,Peat (kt),-1
TGASWKS,Patent fuel (kt),-1
TGTL,Hard coal (if no detail) (kt),-1
TGTL,Coke oven coke (kt),-1
TGTL,Gas coke (kt),-1
TGTL,Coal tar (kt),-1
TGTL,BKB/peat briquettes (kt),-1
TGTL,Gas works gas (TJ-gross),-1
TGTL,Coke oven gas (TJ-gross),-1
TGTL,Blast furnace gas (TJ-gross),-1
TGTL,-,-1
TGTL,Elec/heat output from non-specified manufactured gases,-1
TGTL,Industrial waste (TJ-net),-1
TGTL,Brown coal (if no detail) (kt),-1
TGTL,Municipal waste (renewable) (TJ-net),-1
TGTL,Municipal waste (non-renewable) (TJ-net),-1
TGTL,Primary solid biofuels (TJ-net),-1
TGTL,Biogases (TJ-net),-1
TGTL,Biogasoline (kt),-1
TGTL,Biodiesels (kt),-1
TGTL,Other liquid biofuels (kt),-1
TGTL,0,-1
TGTL,Charcoal (kt),-1
TGTL,Natural gas (TJ-gross),-1
TGTL,Anthracite (kt),-1
TGTL,Crude/NGL/feedstocks (if no detail) (kt),-1
TGTL,Crude oil (kt),-1
TGTL,Natural gas liquids (kt),-1
TGTL,Refinery feedstocks (kt),-1
TGTL,Additives/blending components (kt),-1
TGTL,Other hydrocarbons (kt),1
TGTL,Refinery gas (kt),-1
TGTL,Ethane (kt),-1
TGTL,Liquefied petroleum gases (LPG) (kt),-1
TGTL,Motor gasoline (kt),-1
TGTL,Coking coal (kt),-1
TGTL,Aviation gasoline (kt),-1
TGTL,Gasoline type jet fuel (kt),-1
TGTL,Kerosene type jet fuel (kt),-1
TGTL,Other kerosene (kt),-1
TGTL,Gas/diesel oil (kt),-1
TGTL,Fuel oil (kt),-1
TGTL,Naphtha (kt),-1
TGTL,White spirit & SBP (kt),-1
TGTL,Lubricants (kt),-1
TGTL,Bitumen (kt),-1
TGTL,Other bituminous coal (kt),-1
TGTL,Paraffin waxes (kt),-1
TGTL,Petroleum coke (kt),-1
TGTL,Non-specified oil products (kt),-1
TGTL,Heat output from non-specified combustible fuels,-1
TGTL,Nuclear,-1
TGTL,Hydro,-1
TGTL,Geothermal (direct use in TJ-net),-1
TGTL,Solar photovoltaics,-1
TGTL,Solar thermal (direct use in TJ-net),-1
TGTL,"Tide, wave and ocean",-1
TGTL,Sub-bituminous coal (kt),-1
TGTL,Wind,-1
TGTL,Other sources,-1
TGTL,Electricity (GWh),-1
TGTL,Heat (TJ),-1
TGTL,-,-1
TGTL,Lignite (kt),-1
TGTL,Peat (kt),-1
TGTL,Patent fuel (kt),-1
THEAT,Hard coal (if no detail) (kt),-1
THEAT,Coke oven coke (kt),-1
THEAT,Gas coke (kt),-1
THEAT,Coal tar (kt),-1
THEAT,BKB/peat briquettes (kt),-1
THEAT,Gas works gas (TJ-gross),-1
THEAT,Coke oven gas (TJ-gross),-1
THEAT,Blast furnace gas (TJ-gross),-1
THEAT,-,-1
THEAT,Elec/heat output from non-specified manufactured gases,-1
THEAT,Industrial waste (TJ-net),-1
THEAT,Brown coal (if no detail) (kt),-1
THEAT,Municipal waste (renewable) (TJ-net),-1
THEAT,Municipal waste (non-renewable) (TJ-net),-1
THEAT,Primary solid biofuels (TJ-net),-1
THEAT,Biogases (TJ-net),-1
THEAT,Biogasoline (kt),-1
THEAT,Biodiesels (kt),-1
THEAT,Other liquid biofuels (kt),-1
THEAT,0,-1
THEAT,Charcoal (kt),-1
THEAT,Natural gas (TJ-gross),-1
THEAT,Anthracite (kt),-1
THEAT,Crude/NGL/feedstocks (if no detail) (kt),-1
THEAT,Crude oil (kt),-1
THEAT,Natural gas liquids (kt),-1
THEAT,Refinery feedstocks (kt),-1
THEAT,Additives/blending components (kt),-1
THEAT,Other hydrocarbons (kt),-1
THEAT,Refinery gas (kt),-1
THEAT,Ethane (kt),-1
THEAT,Liquefied petroleum gases (LPG) (kt),-1
THEAT,Motor gasoline (kt),-1
THEAT,Coking coal (kt),-1
THEAT,Aviation gasoline (kt),-1
THEAT,Gasoline type jet fuel (kt),-1
THEAT,Kerosene type jet fuel (kt),-1
THEAT,Other kerosene (kt),-1
THEAT,Gas/diesel oil (kt),-1
THEAT,Fuel oil (kt),-1
THEAT,Naphtha (kt),-1
THEAT,White spirit & SBP (kt),-1
THEAT,Lubricants (kt),-1
THEAT,Bitumen (kt),-1
THEAT,Other bituminous coal (kt),-1
THEAT,Paraffin waxes (kt),-1
THEAT,Petroleum coke (kt),-1
THEAT,Non-specified oil products (kt),-1
THEAT,Heat output from non-specified combustible fuels,-1
THEAT,Nuclear,-1
THEAT,Hydro,-1
THEAT,Geothermal (direct use in TJ-net),-1
THEAT,Solar photovoltaics,-1
THEAT,Solar thermal (direct use in TJ-net),-1
THEAT,"Tide, wave and ocean",-1
THEAT,Sub-bituminous coal (kt),-1
THEAT,Wind,-1
THEAT,Other sources,-1
THEAT,Electricity (GWh),-1
THEAT,Heat (TJ),1
THEAT,-,1
THEAT,Lignite (kt),-1
THEAT,Peat (kt),-1
THEAT,Patent fuel (kt),-1
TNONSPEC,Hard coal (if no detail) (kt),-1
TNONSPEC,Coke oven coke (kt),-1
TNONSPEC,Gas coke (kt),-1
TNONSPEC,Coal tar (kt),-1
TNONSPEC,BKB/peat briquettes (kt),-1
TNONSPEC,Gas works gas (TJ-gross),-1
TNONSPEC,Coke oven gas (TJ-gross),-1
TNONSPEC,Blast furnace gas (TJ-gross),-1
TNONSPEC,-,-1
TNONSPEC,Elec/heat output from non-specified manufactured gases,-1
TNONSPEC,Industrial waste (TJ-net),-1
TNONSPEC,Brown coal (if no detail) (kt),-1
TNONSPEC,Municipal waste (renewable) (TJ-net),-1
TNONSPEC,Municipal waste (non-renewable) (TJ-net),-1
TNONSPEC,Primary solid biofuels (TJ-net),-1
TNONSPEC,Biogases (TJ-net),-1
TNONSPEC,Biogasoline (kt),-1
TNONSPEC,Biodiesels (kt),-1
TNONSPEC,Other liquid biofuels (kt),-1
TNONSPEC,0,-1
TNONSPEC,Charcoal (kt),-1
TNONSPEC,Natural gas (TJ-gross),-1
TNONSPEC,Anthracite (kt),-1
TNONSPEC,Crude/NGL/feedstocks (if no detail) (kt),-1
TNONSPEC,Crude oil (kt),-1
TNONSPEC,Natural gas liquids (kt),-1
TNONSPEC,Refinery feedstocks (kt),-1
TNONSPEC,Additives/blending components (kt),-1
TNONSPEC,Other hydrocarbons (kt),1
TNONSPEC,Refinery gas (kt),-1
TNONSPEC,Ethane (kt),-1
TNONSPEC,Liquefied petroleum gases (LPG) (kt),-1
TNONSPEC,Motor gasoline (kt),-1
TNONSPEC,Coking coal (kt),-1
TNONSPEC,Aviation gasoline (kt),-1
TNONSPEC,Gasoline type jet fuel (kt),-1
TNONSPEC,Kerosene type jet fuel (kt),-1
TNONSPEC,Other kerosene (kt),-1
TNONSPEC,Gas/diesel oil (kt),-1
TNONSPEC,Fuel oil (kt),-1
TNONSPEC,Naphtha (kt),-1
TNONSPEC,White spirit & SBP (kt),-1
TNONSPEC,Lubricants (kt),-1
TNONSPEC,Bitumen (kt),-1
TNONSPEC,Other bituminous coal (kt),-1
TNONSPEC,Paraffin waxes (kt),-1
TNONSPEC,Petroleum coke (kt),-1
TNONSPEC,Non-specified oil products (kt),-1
TNONSPEC,Heat output from non-specified combustible fuels,-1
TNONSPEC,Nuclear,-1
TNONSPEC,Hydro,-1
TNONSPEC,Geothermal (direct use in TJ-net),-1
TNONSPEC,Solar photovoltaics,-1
TNONSPEC,Solar thermal (direct use in TJ-net),-1
TNONSPEC,"Tide, wave and ocean",-1
TNONSPEC,Sub-bituminous coal (kt),-1
TNONSPEC,Wind,-1
TNONSPEC,Other sources,-1
TNONSPEC,Electricity (GWh),-1
TNONSPEC,Heat (TJ),-1
TNONSPEC,-,-1
TNONSPEC,Lignite (kt),-1
TNONSPEC,Peat (kt),-1
TNONSPEC,Patent fuel (kt),-1
TPATFUEL,Hard coal (if no detail) (kt),-1
TPATFUEL,Coke oven coke (kt),-1
TPATFUEL,Gas coke (kt),-1
TPATFUEL,Coal tar (kt),-1
TPATFUEL,BKB/peat briquettes (kt),-1
TPATFUEL,Gas works gas (TJ-gross),-1
TPATFUEL,Coke oven gas (TJ-gross),-1
TPATFUEL,Blast furnace gas (TJ-gross),-1
TPATFUEL,-,-1
TPATFUEL,Elec/heat output from non-specified manufactured gases,-1
TPATFUEL,Industrial waste (TJ-net),-1
TPATFUEL,Brown coal (if no detail) (kt),-1
TPATFUEL,Municipal waste (renewable) (TJ-net),-1
TPATFUEL,Municipal waste (non-renewable) (TJ-net),-1
TPATFUEL,Primary solid biofuels (TJ-net),-1
TPATFUEL,Biogases (TJ-net),-1
TPATFUEL,Biogasoline (kt),-1
TPATFUEL,Biodiesels (kt),-1
TPATFUEL,Other liquid biofuels (kt),-1
TPATFUEL,0,-1
TPATFUEL,Charcoal (kt),-1
TPATFUEL,Natural gas (TJ-gross),-1
TPATFUEL,Anthracite (kt),-1
TPATFUEL,Crude/NGL/feedstocks (if no detail) (kt),-1
TPATFUEL,Crude oil (kt),-1
TPATFUEL,Natural gas liquids (kt),-1
TPATFUEL,Refinery feedstocks (kt),-1
TPATFUEL,Additives/blending components (kt),-1
TPATFUEL,Other hydrocarbons (kt),-1
TPATFUEL,Refinery gas (kt),-1
TPATFUEL,Ethane (kt),-1
TPATFUEL,Liquefied petroleum gases (LPG) (kt),-1
TPATFUEL,Motor gasoline (kt),-1
TPATFUEL,Coking coal (kt),-1
TPATFUEL,Aviation gasoline (kt),-1
TPATFUEL,Gasoline type jet fuel (kt),-1
TPATFUEL,Kerosene type jet fuel (kt),-1
TPATFUEL,Other kerosene (kt),-1
TPATFUEL,Gas/diesel oil (kt),-1
TPATFUEL,Fuel oil (kt),-1
TPATFUEL,Naphtha (kt),-1
TPATFUEL,White spirit & SBP (kt),-1
TPATFUEL,Lubricants (kt),-1
TPATFUEL,Bitumen (kt),-1
TPATFUEL,Other bituminous coal (kt),-1
TPATFUEL,Paraffin waxes (kt),-1
TPATFUEL,Petroleum coke (kt),-1
TPATFUEL,Non-specified oil products (kt),-1
TPATFUEL,Heat output from non-specified combustible fuels,-1
TPATFUEL,Nuclear,-1
TPATFUEL,Hydro,-1
TPATFUEL,Geothermal (direct use in TJ-net),-1
TPATFUEL,Solar photovoltaics,-1
TPATFUEL,Solar thermal (direct use in TJ-net),-1
TPATFUEL,"Tide, wave and ocean",-1
TPATFUEL,Sub-bituminous coal (kt),-1
TPATFUEL,Wind,-1
TPATFUEL,Other sources,-1
TPATFUEL,Electricity (GWh),-1
TPATFUEL,Heat (TJ),-1
TPATFUEL,-,1
TPATFUEL,Lignite (kt),-1
TPATFUEL,Peat (kt),-1
TPATFUEL,Patent fuel (kt),1
TPETCHEM,Hard coal (if no detail) (kt),-1
TPETCHEM,Coke oven coke (kt),-1
TPETCHEM,Gas coke (kt),-1
TPETCHEM,Coal tar (kt),-1
TPETCHEM,BKB/peat briquettes (kt),-1
TPETCHEM,Gas works gas (TJ-gross),-1
TPETCHEM,Coke oven gas (TJ-gross),-1
TPETCHEM,Blast furnace gas (TJ-gross),-1
TPETCHEM,-,-1
TPETCHEM,Elec/heat output from non-specified manufactured gases,-1
TPETCHEM,Industrial waste (TJ-net),-1
TPETCHEM,Brown coal (if no detail) (kt),-1
TPETCHEM,Municipal waste (renewable) (TJ-net),-1
TPETCHEM,Municipal waste (non-renewable) (TJ-net),-1
TPETCHEM,Primary solid biofuels (TJ-net),-1
TPETCHEM,Biogases (TJ-net),-1
TPETCHEM,Biogasoline (kt),-1
TPETCHEM,Biodiesels (kt),-1
TPETCHEM,Other liquid biofuels (kt),-1
TPETCHEM,0,-1
TPETCHEM,Charcoal (kt),-1
TPETCHEM,Natural gas (TJ-gross),-1
TPETCHEM,Anthracite (kt),-1
TPETCHEM,Crude/NGL/feedstocks (if no detail) (kt),-1
TPETCHEM,Crude oil (kt),-1
TPETCHEM,Natural gas liquids (kt),-1
TPETCHEM,Refinery feedstocks (kt),1
TPETCHEM,Additives/blending components (kt),-1
TPETCHEM,Other hydrocarbons (kt),-1
TPETCHEM,Refinery gas (kt),-1
TPETCHEM,Ethane (kt),-1
TPETCHEM,Liquefied petroleum gases (LPG) (kt),-1
TPETCHEM,Motor gasoline (kt),-1
TPETCHEM,Coking coal (kt),-1
TPETCHEM,Aviation gasoline (kt),-1
TPETCHEM,Gasoline type jet fuel (kt),-1
TPETCHEM,Kerosene type jet fuel (kt),-1
TPETCHEM,Other kerosene (kt),-1
TPETCHEM,Gas/diesel oil (kt),-1
TPETCHEM,Fuel oil (kt),-1
TPETCHEM,Naphtha (kt),-1
TPETCHEM,White spirit & SBP (kt),-1
TPETCHEM,Lubricants (kt),-1
TPETCHEM,Bitumen (kt),-1
TPETCHEM,Other bituminous coal (kt),-1
TPETCHEM,Paraffin waxes (kt),-1
TPETCHEM,Petroleum coke (kt),-1
TPETCHEM,Non-specified oil products (kt),-1
TPETCHEM,Heat output from non-specified combustible fuels,-1
TPETCHEM,Nuclear,-1
TPETCHEM,Hydro,-1
TPETCHEM,Geothermal (direct use in TJ-net),-1
TPETCHEM,Solar photovoltaics,-1
TPETCHEM,Solar thermal (direct use in TJ-net),-1
TPETCHEM,"Tide, wave and ocean",-1
TPETCHEM,Sub-bituminous coal (kt),-1
TPETCHEM,Wind,-1
TPETCHEM,Other sources,-1
TPETCHEM,Electricity (GWh),-1
TPETCHEM,Heat (TJ),-1
TPETCHEM,-,-1
TPETCHEM,Lignite (kt),-1
TPETCHEM,Peat (kt),-1
TPETCHEM,Patent fuel (kt),-1
TREFINER,Hard coal (if no detail) (kt),-1
TREFINER,Coke oven coke (kt),-1
TREFINER,Gas coke (kt),-1
TREFINER,Coal tar (kt),-1
TREFINER,BKB/peat briquettes (kt),-1
TREFINER,Gas works gas (TJ-gross),-1
TREFINER,Coke oven gas (TJ-gross),-1
TREFINER,Blast furnace gas (TJ-gross),-1
TREFINER,-,-1
TREFINER,Elec/heat output from non-specified manufactured gases,-1
TREFINER,Industrial waste (TJ-net),-1
TREFINER,Brown coal (if no detail) (kt),-1
TREFINER,Municipal waste (renewable) (TJ-net),-1
TREFINER,Municipal waste (non-renewable) (TJ-net),-1
TREFINER,Primary solid biofuels (TJ-net),-1
TREFINER,Biogases (TJ-net),-1
TREFINER,Biogasoline (kt),-1
TREFINER,Biodiesels (kt),-1
TREFINER,Other liquid biofuels (kt),-1
TREFINER,0,-1
TREFINER,Charcoal (kt),-1
TREFINER,Natural gas (TJ-gross),-1
TREFINER,Anthracite (kt),-1
TREFINER,Crude/NGL/feedstocks (if no detail) (kt),-1
TREFINER,Crude oil (kt),-1
TREFINER,Natural gas liquids (kt),-1
TREFINER,Refinery feedstocks (kt),-1
TREFINER,Additives/blending components (kt),-1
TREFINER,Other hydrocarbons (kt),-1
TREFINER,Refinery gas (kt),1
TREFINER,Ethane (kt),1
TREFINER,Liquefied petroleum gases (LPG) (kt),1
TREFINER,Motor gasoline (kt),1
TREFINER,Coking coal (kt),-1
TREFINER,Aviation gasoline (kt),1
TREFINER,Gasoline type jet fuel (kt),1
TREFINER,Kerosene type jet fuel (kt),1
TREFINER,Other kerosene (kt),1
TREFINER,Gas/diesel oil (kt),1
TREFINER,Fuel oil (kt),1
TREFINER,Naphtha (kt),1
TREFINER,White spirit & SBP (kt),1
TREFINER,Lubricants (kt),1
TREFINER,Bitumen (kt),1
TREFINER,Other bituminous coal (kt),-1
TREFINER,Paraffin waxes (kt),1
TREFINER,Petroleum coke (kt),1
TREFINER,Non-specified oil products (kt),1
TREFINER,Heat output from non-specified combustible fuels,-1
TREFINER,Nuclear,-1
TREFINER,Hydro,-1
TREFINER,Geothermal (direct use in TJ-net),-1
TREFINER,Solar photovoltaics,-1
TREFINER,Solar thermal (direct use in TJ-net),-1
TREFINER,"Tide, wave and ocean",-1
TREFINER,Sub-bituminous coal (kt),-1
TREFINER,Wind,-1
TREFINER,Other sources,-1
TREFINER,Electricity (GWh),-1
TREFINER,Heat (TJ),-1
TREFINER,-,-1
TREFINER,Lignite (kt),-1
TREFINER,Peat (kt),-1
TREFINER,Patent fuel (kt),-1
