"report_year","emission","primary_anzsic_class_code","primary_anzsic_class_name","substance_id","air_total_emission_kg"
"2019/2020","NMVOC",1499,"Other Wood Product Manufacturing n.e.c.",85,957800.474153003
"2019/2020","NMVOC",1510,"Pulp, Paper and Paperboard Manufacturing",85,140158.455453089
"2019/2020","NMVOC",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",85,153136.77196137
"2019/2020","NMVOC",1529,"Other Converted Paper Product Manufacturing",85,2732.78137
"2019/2020","NMVOC",1611,"Printing",85,1609721.74918486
"2019/2020","NMVOC",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",85,3748079.136
"2019/2020","NMVOC",1709,"Other Petroleum and Coal Product Manufacturing",85,157407.66312523
"2019/2020","NMVOC",1811,"Industrial Gas Manufacturing",85,892235.029
"2019/2020","NMVOC",1812,"Basic Organic Chemical Manufacturing",85,894249.91255162
"2019/2020","NMVOC",1813,"Basic Inorganic Chemical Manufacturing",85,671392.834762453
"2019/2020","NMVOC",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",85,401070.14
"2019/2020","NMVOC",1829,"Other Basic Polymer Manufacturing",85,444.29957355
"2019/2020","NMVOC",1831,"Fertiliser Manufacturing",85,67618.743778
"2019/2020","NMVOC",1832,"Pesticide Manufacturing",85,1365.6
"2019/2020","NMVOC",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",85,844734.123284488
"2019/2020","NMVOC",1851,"Cleaning Compound Manufacturing",85,35259.356
"2019/2020","NMVOC",1852,"Cosmetic and Toiletry Preparation Manufacturing",85,20700
"2019/2020","NMVOC",1892,"Explosive Manufacturing",85,842654.7922
"2019/2020","NMVOC",1899,"Other Basic Chemical Product Manufacturing n.e.c.",85,173689.711104957
"2019/2020","NMVOC",1911,"Polymer Film and Sheet Packaging Material Manufacturing",85,1322182.61094531
"2019/2020","NMVOC",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",85,117606.5346
"2019/2020","NMVOC",1913,"Polymer Foam Product Manufacturing",85,568596.95756265
"2019/2020","NMVOC",1914,"Tyre Manufacturing",85,42261.35141
"2019/2020","NMVOC",1915,"Adhesive Manufacturing",85,19276.98038
"2019/2020","NMVOC",1916,"Paint and Coatings Manufacturing",85,566381.53
"2019/2020","NMVOC",1919,"Other Polymer Product Manufacturing",85,176609.253271005
"2019/2020","NMVOC",1920,"Natural Rubber Product Manufacturing",85,27014.5
"2019/2020","NMVOC",2010,"Glass and Glass Product Manufacturing",85,187014.065
"2019/2020","NMVOC",2021,"Clay Brick Manufacturing",85,50391.112
"2019/2020","NMVOC",2029,"Other Ceramic Product Manufacturing",85,3331.5635
"2019/2020","NMVOC",2031,"Cement and Lime Manufacturing",85,75740.7607138
"2019/2020","NMVOC",2032,"Plaster Product Manufacturing",85,20325.2398601
"2019/2020","NMVOC",2033,"Ready-Mixed Concrete Manufacturing",85,7655.587
"2019/2020","NMVOC",2034,"Concrete Product Manufacturing",85,78818.9270712
"2019/2020","NMVOC",2090,"Other Non-Metallic Mineral Product Manufacturing",85,44427.20075444
"2019/2020","NMVOC",2110,"Iron Smelting and Steel Manufacturing",85,1589441.145
"2019/2020","NMVOC",2121,"Iron and Steel Casting",85,108007.9569
"2019/2020","NMVOC",2122,"Steel Pipe and Tube Manufacturing",85,3115.6359
"2019/2020","NMVOC",2131,"Alumina Production",85,576420.47
"2019/2020","NMVOC",2132,"Aluminium Smelting",85,238488
"2019/2020","NMVOC",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",85,59308.8954
"2019/2020","NMVOC",2139,"Other Basic Non-Ferrous Metal Manufacturing",85,215652.810006
"2019/2020","NMVOC",2141,"Non-Ferrous Metal Casting",85,2262.7629688
"2019/2020","NMVOC",2142,"Aluminium Rolling, Drawing, Extruding",85,318.539101
"2019/2020","NMVOC",2210,"Iron and Steel Forging",85,588.617831
"2019/2020","NMVOC",2221,"Structural Steel Fabricating",85,52.47544
"2019/2020","NMVOC",2229,"Other Structural Metal Product Manufacturing",85,4250
"2019/2020","NMVOC",2239,"Other Metal Container Manufacturing",85,929819.2384315
"2019/2020","NMVOC",2291,"Spring and Wire Product Manufacturing",85,1482.58
"2019/2020","NMVOC",2292,"Nut, Bolt, Screw and Rivet Manufacturing",85,6462.217514
"2019/2020","NMVOC",2293,"Metal Coating and Finishing",85,117364.162780757
"2019/2020","NMVOC",2299,"Other Fabricated Metal Product Manufacturing n.e.c.",85,54.196
"2019/2020","NMVOC",2311,"Motor Vehicle Manufacturing",85,65914.2962835
"2019/2020","NMVOC",2319,"Other Motor Vehicle Parts Manufacturing",85,72879.4839407
"2019/2020","NMVOC",2391,"Shipbuilding and Repair Services",85,27421
"2019/2020","NMVOC",2393,"Railway Rolling Stock Manufacturing and Repair Services",85,93357.97086772
"2019/2020","NMVOC",2394,"Aircraft Manufacturing and Repair Services",85,46327.126447
"2019/2020","NMVOC",2412,"Medical and Surgical Equipment Manufacturing",85,2194.5557054
"2019/2020","NMVOC",2439,"Other Electrical Equipment Manufacturing",85,60.7634954735
"2019/2020","NMVOC",2441,"Whiteware Appliance Manufacturing",85,276
"2019/2020","NMVOC",2462,"Mining and Construction Machinery Manufacturing",85,11241.783
"2019/2020","NMVOC",2611,"Fossil Fuel Electricity Generation",85,2718328.8109492
"2019/2020","NMVOC",2612,"Hydro-Electricity Generation",85,1592.0465
"2019/2020","NMVOC",2619,"Other Electricity Generation",85,425499.544035718
"2019/2020","NMVOC",2700,"Gas Supply",85,1222519.07616963
"2019/2020","NMVOC",2811,"Water Supply",85,4443.6858
"2019/2020","NMVOC",2812,"Sewerage and Drainage Services",85,252194.20711093
"2019/2020","NMVOC",2911,"Solid Waste Collection Services",85,555.72
"2019/2020","NMVOC",2919,"Other Waste Collection Services",85,1487.23
"2019/2020","NMVOC",2921,"Waste Treatment and Disposal Services",85,667002.091216946
"2019/2020","NMVOC",2922,"Waste Remediation and Materials Recovery Services",85,26019.811948274
"2019/2020","NMVOC",3321,"Petroleum Product Wholesaling",85,3033204.73656695
"2019/2020","NMVOC",3323,"Industrial and Agricultural Chemical Product Wholesaling",85,103843.327
"2019/2020","NMVOC",4610,"Road Freight Transport",85,23.335
"2019/2020","NMVOC",4622,"Urban Bus Transport (Including Tramway)",85,505.39
"2019/2020","NMVOC",4710,"Rail Freight Transport",85,41973.452
"2019/2020","NMVOC",4720,"Rail Passenger Transport",85,3638.2828212
"2019/2020","NMVOC",4820,"Water Passenger Transport",85,6880
"2019/2020","NMVOC",5029,"Other Transport n.e.c.",85,333.59
"2019/2020","NMVOC",5211,"Stevedoring Services",85,11701.26
"2019/2020","NMVOC",5212,"Port and Water Transport Terminal Operations",85,321531.3143213
"2019/2020","NMVOC",5220,"Airport Operations and Other Air Transport Support Services",85,19494.9111318
"2019/2020","NMVOC",5309,"Other Warehousing and Storage Services",85,701150.752338439
"2019/2020","NMVOC",5921,"Data Processing and Web Hosting Services",85,7216.06707393
"2019/2020","NMVOC",6910,"Scientific Research Services",85,466.2500829235
"2019/2020","NMVOC",8102,"Higher Education",85,4416.92541740804
"2019/2020","NMVOC",8401,"Hospitals (Except Psychiatric Hospitals)",85,17864.7333786675
"2019/2020","NMVOC",9520,"Funeral, Crematorium and Cemetery Services",85,1974.99124629
"2019/2020","NMVOC",9531,"Laundry and Dry-Cleaning Services",85,107265.737441873
"2019/2020","NOx",143,"Beef Cattle Feedlots (Specialised)",69,212862.21368812
"2019/2020","NOx",171,"Poultry Farming (Meat)",69,2091.53116
"2019/2020","NOx",192,"Pig Farming",69,19516
"2019/2020","NOx",600,"Coal Mining",69,92278849.093034
"2019/2020","NOx",700,"Oil and Gas Extraction",69,77932087.912251
"2019/2020","NOx",801,"Iron Ore Mining",69,81862918.552392
"2019/2020","NOx",802,"Bauxite Mining",69,7053521.95
"2019/2020","NOx",803,"Copper Ore Mining",69,7559959.0688
"2019/2020","NOx",804,"Gold Ore Mining",69,37836352.9183723
"2019/2020","NOx",805,"Mineral Sand Mining",69,2514210.6115479
"2019/2020","NOx",806,"Nickel Ore Mining",69,3599168.13
"2019/2020","NOx",807,"Silver-Lead-Zinc Ore Mining",69,4302421.630526
"2019/2020","NOx",809,"Other Metal Ore Mining",69,6161227.0559191
"2019/2020","NOx",911,"Gravel and Sand Quarrying",69,2180885.6845898
"2019/2020","NOx",919,"Other Construction Material Mining",69,1289272.223
"2019/2020","NOx",990,"Other Non-Metallic Mineral Mining and Quarrying",69,2234946.41153247
"2019/2020","NOx",1111,"Meat Processing",69,835031.75264541
"2019/2020","NOx",1112,"Poultry Processing",69,87263.27827425
"2019/2020","NOx",1113,"Cured Meat and Smallgoods Manufacturing",69,26719.74746158
"2019/2020","NOx",1120,"Seafood Processing",69,3672.434
"2019/2020","NOx",1131,"Milk and Cream Processing",69,300916.173204082
"2019/2020","NOx",1132,"Ice Cream Manufacturing",69,10254.0376781
"2019/2020","NOx",1133,"Cheese and Other Dairy Product Manufacturing",69,122215.725804224
"2019/2020","NOx",1140,"Fruit and Vegetable Processing",69,223450.2372309
"2019/2020","NOx",1150,"Oil and Fat Manufacturing",69,81165.22101831
"2019/2020","NOx",1161,"Grain Mill Product Manufacturing",69,63761.98730381
"2019/2020","NOx",1162,"Cereal, Pasta and Baking Mix Manufacturing",69,18535.57065499
"2019/2020","NOx",1171,"Bread Manufacturing (Factory based)",69,65168.41294807
"2019/2020","NOx",1172,"Cake and Pastry Manufacturing (Factory based)",69,2139.893890772
"2019/2020","NOx",1173,"Biscuit Manufacturing (Factory based)",69,16611.54321405
"2019/2020","NOx",1181,"Sugar Manufacturing",69,6996268.979982
"2019/2020","NOx",1182,"Confectionery Manufacturing",69,78451.66509007
"2019/2020","NOx",1191,"Potato, Corn and Other Crisp Manufacturing",69,6022.05684818
"2019/2020","NOx",1192,"Prepared Animal and Bird Feed Manufacturing",69,98183.80956577
"2019/2020","NOx",1199,"Other Food Product Manufacturing n.e.c.",69,834677.78997836
"2019/2020","NOx",1211,"Soft Drink, Cordial and Syrup Manufacturing",69,52237.718673121
"2019/2020","NOx",1212,"Beer Manufacturing",69,295988.641048055
"2019/2020","NOx",1213,"Spirit Manufacturing",69,18824.20597395
"2019/2020","NOx",1214,"Wine and Other Alcoholic Beverage Manufacturing",69,36361.868086052
"2019/2020","NOx",1311,"Wool Scouring",69,6189.93988402
"2019/2020","NOx",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",69,1813.09
"2019/2020","NOx",1331,"Textile Floor Covering Manufacturing",69,5693.256428
"2019/2020","NOx",1334,"Textile Finishing and Other Textile Product Manufacturing",69,1969.37151016
"2019/2020","NOx",1411,"Log Sawmilling",69,634949.7177915
"2019/2020","NOx",1412,"Wood Chipping",69,120319.1982
"2019/2020","NOx",1413,"Timber Resawing and Dressing",69,350475.4211
"2019/2020","NOx",1493,"Veneer and Plywood Manufacturing",69,88869.542
"2019/2020","NOx",1494,"Reconstituted Wood Product Manufacturing",69,609176.767434
"2019/2020","NOx",1499,"Other Wood Product Manufacturing n.e.c.",69,767425.9195923
"2019/2020","NOx",1510,"Pulp, Paper and Paperboard Manufacturing",69,1898502.85856961
"2019/2020","NOx",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",69,166603.73202114
"2019/2020","NOx",1529,"Other Converted Paper Product Manufacturing",69,6252.479085
"2019/2020","NOx",1611,"Printing",69,68984.037525
"2019/2020","NOx",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",69,3369391.013
"2019/2020","NOx",1709,"Other Petroleum and Coal Product Manufacturing",69,473348.95462245
"2019/2020","NOx",1811,"Industrial Gas Manufacturing",69,6946180.059
"2019/2020","NOx",1812,"Basic Organic Chemical Manufacturing",69,650705.489679417
"2019/2020","NOx",1813,"Basic Inorganic Chemical Manufacturing",69,598343.95495385
"2019/2020","NOx",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",69,399552.58
"2019/2020","NOx",1829,"Other Basic Polymer Manufacturing",69,2916.0465
"2019/2020","NOx",1831,"Fertiliser Manufacturing",69,2079193.941272
"2019/2020","NOx",1832,"Pesticide Manufacturing",69,11105
"2019/2020","NOx",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",69,39555.82723099
"2019/2020","NOx",1851,"Cleaning Compound Manufacturing",69,3491.66
"2019/2020","NOx",1852,"Cosmetic and Toiletry Preparation Manufacturing",69,2193
"2019/2020","NOx",1892,"Explosive Manufacturing",69,882845.2322
"2019/2020","NOx",1899,"Other Basic Chemical Product Manufacturing n.e.c.",69,53937.60166
"2019/2020","NOx",1911,"Polymer Film and Sheet Packaging Material Manufacturing",69,2220.826054688
"2019/2020","NOx",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",69,1778.064
"2019/2020","NOx",1913,"Polymer Foam Product Manufacturing",69,93582.20414808
"2019/2020","NOx",1914,"Tyre Manufacturing",69,361676.9147
"2019/2020","NOx",1916,"Paint and Coatings Manufacturing",69,3336.42
"2019/2020","NOx",1919,"Other Polymer Product Manufacturing",69,562.38036438
"2019/2020","NOx",1920,"Natural Rubber Product Manufacturing",69,4893.89
"2019/2020","NOx",2010,"Glass and Glass Product Manufacturing",69,4225663.427
"2019/2020","NOx",2021,"Clay Brick Manufacturing",69,802407.69
"2019/2020","NOx",2029,"Other Ceramic Product Manufacturing",69,52271.365
"2019/2020","NOx",2031,"Cement and Lime Manufacturing",69,12560427.1610984
"2019/2020","NOx",2032,"Plaster Product Manufacturing",69,199244.4577061
"2019/2020","NOx",2033,"Ready-Mixed Concrete Manufacturing",69,13339.283
"2019/2020","NOx",2034,"Concrete Product Manufacturing",69,111920.495208
"2019/2020","NOx",2090,"Other Non-Metallic Mineral Product Manufacturing",69,1259287.03504
"2019/2020","NOx",2110,"Iron Smelting and Steel Manufacturing",69,10092354.033
"2019/2020","NOx",2121,"Iron and Steel Casting",69,56707.8151
"2019/2020","NOx",2122,"Steel Pipe and Tube Manufacturing",69,589.3
"2019/2020","NOx",2131,"Alumina Production",69,19410379.444
"2019/2020","NOx",2132,"Aluminium Smelting",69,1413411
"2019/2020","NOx",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",69,2607244.45
"2019/2020","NOx",2139,"Other Basic Non-Ferrous Metal Manufacturing",69,1700442.607788
"2019/2020","NOx",2141,"Non-Ferrous Metal Casting",69,1974.4993319
"2019/2020","NOx",2142,"Aluminium Rolling, Drawing, Extruding",69,11124.521986
"2019/2020","NOx",2210,"Iron and Steel Forging",69,10195.977424
"2019/2020","NOx",2221,"Structural Steel Fabricating",69,681.5476
"2019/2020","NOx",2229,"Other Structural Metal Product Manufacturing",69,62490
"2019/2020","NOx",2239,"Other Metal Container Manufacturing",69,29424.21524
"2019/2020","NOx",2291,"Spring and Wire Product Manufacturing",69,20497.019
"2019/2020","NOx",2292,"Nut, Bolt, Screw and Rivet Manufacturing",69,1079.823591
"2019/2020","NOx",2293,"Metal Coating and Finishing",69,180676.38160529
"2019/2020","NOx",2299,"Other Fabricated Metal Product Manufacturing n.e.c.",69,957.525
"2019/2020","NOx",2311,"Motor Vehicle Manufacturing",69,1994.6924575
"2019/2020","NOx",2319,"Other Motor Vehicle Parts Manufacturing",69,2346.880992527
"2019/2020","NOx",2393,"Railway Rolling Stock Manufacturing and Repair Services",69,850506.8537675
"2019/2020","NOx",2394,"Aircraft Manufacturing and Repair Services",69,104546.9781902
"2019/2020","NOx",2412,"Medical and Surgical Equipment Manufacturing",69,726.6912087
"2019/2020","NOx",2439,"Other Electrical Equipment Manufacturing",69,1202.79403822
"2019/2020","NOx",2441,"Whiteware Appliance Manufacturing",69,4091.25734
"2019/2020","NOx",2611,"Fossil Fuel Electricity Generation",69,332639034.363736
"2019/2020","NOx",2612,"Hydro-Electricity Generation",69,16839.52294
"2019/2020","NOx",2619,"Other Electricity Generation",69,3585005.4892642
"2019/2020","NOx",2700,"Gas Supply",69,3875216.33718425
"2019/2020","NOx",2811,"Water Supply",69,216702.8705
"2019/2020","NOx",2812,"Sewerage and Drainage Services",69,693620.608695235
"2019/2020","NOx",2911,"Solid Waste Collection Services",69,7578.18
"2019/2020","NOx",2921,"Waste Treatment and Disposal Services",69,NA
"2019/2020","NOx",2922,"Waste Remediation and Materials Recovery Services",69,316336.7028984
"2019/2020","NOx",3321,"Petroleum Product Wholesaling",69,1204207.9220519
"2019/2020","NOx",4710,"Rail Freight Transport",69,141103.6
"2019/2020","NOx",4820,"Water Passenger Transport",69,258620
"2019/2020","NOx",5211,"Stevedoring Services",69,177446.42
"2019/2020","NOx",5212,"Port and Water Transport Terminal Operations",69,5344597.463423
"2019/2020","NOx",5220,"Airport Operations and Other Air Transport Support Services",69,623349.627254
"2019/2020","NOx",5309,"Other Warehousing and Storage Services",69,4957.84439664
"2019/2020","NOx",5921,"Data Processing and Web Hosting Services",69,248911.434362
"2019/2020","NOx",6910,"Scientific Research Services",69,12075.11660687
"2019/2020","NOx",8102,"Higher Education",69,61095.1330671421
"2019/2020","NOx",8401,"Hospitals (Except Psychiatric Hospitals)",69,318087.64377662
"2019/2020","NOx",9520,"Funeral, Crematorium and Cemetery Services",69,10312.5512103
"2019/2020","NOx",9531,"Laundry and Dry-Cleaning Services",69,27350.53087243
"2019/2020","PM25",143,"Beef Cattle Feedlots (Specialised)",92,18658.602390157
"2019/2020","PM25",171,"Poultry Farming (Meat)",92,61.3767609
"2019/2020","PM25",192,"Pig Farming",92,533.6
"2019/2020","PM25",600,"Coal Mining",92,6050703.7875302
"2019/2020","PM25",700,"Oil and Gas Extraction",92,1429468.5367785
"2019/2020","PM25",801,"Iron Ore Mining",92,3148767.514354
"2019/2020","PM25",802,"Bauxite Mining",92,424118.93
"2019/2020","PM25",803,"Copper Ore Mining",92,265280.7217708
"2019/2020","PM25",804,"Gold Ore Mining",92,1457475.20948
"2019/2020","PM25",805,"Mineral Sand Mining",92,179782.0121383
"2019/2020","PM25",806,"Nickel Ore Mining",92,200214.5096
"2019/2020","PM25",807,"Silver-Lead-Zinc Ore Mining",92,162589.879886
"2019/2020","PM25",809,"Other Metal Ore Mining",92,386927.09286176
"2019/2020","PM25",911,"Gravel and Sand Quarrying",92,152780.701577624
"2019/2020","PM25",919,"Other Construction Material Mining",92,92292.98675
"2019/2020","PM25",990,"Other Non-Metallic Mineral Mining and Quarrying",92,154993.361262148
"2019/2020","PM25",1111,"Meat Processing",92,219253.285763249
"2019/2020","PM25",1112,"Poultry Processing",92,6276.4965070962
"2019/2020","PM25",1113,"Cured Meat and Smallgoods Manufacturing",92,1801.8641880271
"2019/2020","PM25",1120,"Seafood Processing",92,20.641
"2019/2020","PM25",1131,"Milk and Cream Processing",92,23051.26347079
"2019/2020","PM25",1132,"Ice Cream Manufacturing",92,2993.5932757
"2019/2020","PM25",1133,"Cheese and Other Dairy Product Manufacturing",92,22535.6404267975
"2019/2020","PM25",1140,"Fruit and Vegetable Processing",92,27909.001800924
"2019/2020","PM25",1150,"Oil and Fat Manufacturing",92,7893.1589422313
"2019/2020","PM25",1161,"Grain Mill Product Manufacturing",92,5168.411625851
"2019/2020","PM25",1162,"Cereal, Pasta and Baking Mix Manufacturing",92,1193.9544042969
"2019/2020","PM25",1171,"Bread Manufacturing (Factory based)",92,3611.08876259
"2019/2020","PM25",1172,"Cake and Pastry Manufacturing (Factory based)",92,159.860761719
"2019/2020","PM25",1173,"Biscuit Manufacturing (Factory based)",92,1226.369433579
"2019/2020","PM25",1181,"Sugar Manufacturing",92,2594276.560417
"2019/2020","PM25",1182,"Confectionery Manufacturing",92,3379.057043755
"2019/2020","PM25",1191,"Potato, Corn and Other Crisp Manufacturing",92,781.502945324
"2019/2020","PM25",1192,"Prepared Animal and Bird Feed Manufacturing",92,10476.0303006372
"2019/2020","PM25",1199,"Other Food Product Manufacturing n.e.c.",92,68607.531365148
"2019/2020","PM25",1211,"Soft Drink, Cordial and Syrup Manufacturing",92,38924.1671835729
"2019/2020","PM25",1212,"Beer Manufacturing",92,4830.697767908
"2019/2020","PM25",1213,"Spirit Manufacturing",92,1425.992074805
"2019/2020","PM25",1214,"Wine and Other Alcoholic Beverage Manufacturing",92,2865.5798229632
"2019/2020","PM25",1311,"Wool Scouring",92,729.8132031
"2019/2020","PM25",1320,"Leather Tanning, Fur Dressing and Leather Product Manufacturing",92,157.96
"2019/2020","PM25",1331,"Textile Floor Covering Manufacturing",92,397.0760243
"2019/2020","PM25",1334,"Textile Finishing and Other Textile Product Manufacturing",92,300.5903523159
"2019/2020","PM25",1411,"Log Sawmilling",92,300207.6746432
"2019/2020","PM25",1412,"Wood Chipping",92,8355.499878
"2019/2020","PM25",1413,"Timber Resawing and Dressing",92,129522.03605
"2019/2020","PM25",1493,"Veneer and Plywood Manufacturing",92,21311.9
"2019/2020","PM25",1494,"Reconstituted Wood Product Manufacturing",92,131388.83403514
"2019/2020","PM25",1499,"Other Wood Product Manufacturing n.e.c.",92,230641.07537078
"2019/2020","PM25",1510,"Pulp, Paper and Paperboard Manufacturing",92,94002.247039563
"2019/2020","PM25",1521,"Corrugated Paperboard and Paperboard Container Manufacturing",92,5892.453915122
"2019/2020","PM25",1529,"Other Converted Paper Product Manufacturing",92,375.5032422
"2019/2020","PM25",1611,"Printing",92,3075.8526962
"2019/2020","PM25",1701,"Petroleum Refining and Petroleum Fuel Manufacturing",92,277180.1386
"2019/2020","PM25",1709,"Other Petroleum and Coal Product Manufacturing",92,15242.1276528041
"2019/2020","PM25",1811,"Industrial Gas Manufacturing",92,90520.501
"2019/2020","PM25",1812,"Basic Organic Chemical Manufacturing",92,5449.8024511718
"2019/2020","PM25",1813,"Basic Inorganic Chemical Manufacturing",92,29555.742934439
"2019/2020","PM25",1821,"Synthetic Resin and Synthetic Rubber Manufacturing",92,20166.83
"2019/2020","PM25",1829,"Other Basic Polymer Manufacturing",92,225.8242
"2019/2020","PM25",1831,"Fertiliser Manufacturing",92,75329.3114
"2019/2020","PM25",1832,"Pesticide Manufacturing",92,812
"2019/2020","PM25",1841,"Human Pharmaceutical and Medicinal Product Manufacturing",92,3198.1589186054
"2019/2020","PM25",1851,"Cleaning Compound Manufacturing",92,151.63
"2019/2020","PM25",1852,"Cosmetic and Toiletry Preparation Manufacturing",92,88.21
"2019/2020","PM25",1892,"Explosive Manufacturing",92,43553.6045
"2019/2020","PM25",1899,"Other Basic Chemical Product Manufacturing n.e.c.",92,3439.35210464
"2019/2020","PM25",1911,"Polymer Film and Sheet Packaging Material Manufacturing",92,224.98
"2019/2020","PM25",1912,"Rigid and Semi-Rigid Polymer Product Manufacturing",92,306.814
"2019/2020","PM25",1913,"Polymer Foam Product Manufacturing",92,765.3284295606
"2019/2020","PM25",1914,"Tyre Manufacturing",92,65.989233835
"2019/2020","PM25",1916,"Paint and Coatings Manufacturing",92,555.65
"2019/2020","PM25",1919,"Other Polymer Product Manufacturing",92,2190.73704102
"2019/2020","PM25",1920,"Natural Rubber Product Manufacturing",92,4098.8
"2019/2020","PM25",2010,"Glass and Glass Product Manufacturing",92,121431.719
"2019/2020","PM25",2021,"Clay Brick Manufacturing",92,61673.366
"2019/2020","PM25",2029,"Other Ceramic Product Manufacturing",92,2521.9066
"2019/2020","PM25",2031,"Cement and Lime Manufacturing",92,131818.16879918
"2019/2020","PM25",2032,"Plaster Product Manufacturing",92,11053.59588226
"2019/2020","PM25",2033,"Ready-Mixed Concrete Manufacturing",92,930.972
"2019/2020","PM25",2034,"Concrete Product Manufacturing",92,19283.160660462
"2019/2020","PM25",2090,"Other Non-Metallic Mineral Product Manufacturing",92,10961.81233824
"2019/2020","PM25",2110,"Iron Smelting and Steel Manufacturing",92,535349.783
"2019/2020","PM25",2121,"Iron and Steel Casting",92,6101.7673
"2019/2020","PM25",2122,"Steel Pipe and Tube Manufacturing",92,43.14
"2019/2020","PM25",2131,"Alumina Production",92,1301310.83
"2019/2020","PM25",2132,"Aluminium Smelting",92,346391
"2019/2020","PM25",2133,"Copper, Silver, Lead and Zinc Smelting and Refining",92,64610.5369
"2019/2020","PM25",2139,"Other Basic Non-Ferrous Metal Manufacturing",92,317229.956635
"2019/2020","PM25",2141,"Non-Ferrous Metal Casting",92,278.8479024
"2019/2020","PM25",2142,"Aluminium Rolling, Drawing, Extruding",92,428.256354
"2019/2020","PM25",2210,"Iron and Steel Forging",92,777.0047584
"2019/2020","PM25",2221,"Structural Steel Fabricating",92,66.1752
"2019/2020","PM25",2229,"Other Structural Metal Product Manufacturing",92,3590
"2019/2020","PM25",2239,"Other Metal Container Manufacturing",92,2517.4570188
"2019/2020","PM25",2291,"Spring and Wire Product Manufacturing",92,1212.8
"2019/2020","PM25",2292,"Nut, Bolt, Screw and Rivet Manufacturing",92,101.046204
"2019/2020","PM25",2293,"Metal Coating and Finishing",92,17033.2334169579
"2019/2020","PM25",2299,"Other Fabricated Metal Product Manufacturing n.e.c.",92,67.22
"2019/2020","PM25",2311,"Motor Vehicle Manufacturing",92,101.247404789
"2019/2020","PM25",2319,"Other Motor Vehicle Parts Manufacturing",92,159.9856005859
"2019/2020","PM25",2393,"Railway Rolling Stock Manufacturing and Repair Services",92,66345.33400852
"2019/2020","PM25",2394,"Aircraft Manufacturing and Repair Services",92,8188.1536892
"2019/2020","PM25",2412,"Medical and Surgical Equipment Manufacturing",92,107.6579568
"2019/2020","PM25",2439,"Other Electrical Equipment Manufacturing",92,79.2603295898
"2019/2020","PM25",2441,"Whiteware Appliance Manufacturing",92,173.79684
"2019/2020","PM25",2611,"Fossil Fuel Electricity Generation",92,7103825.89223334
"2019/2020","PM25",2612,"Hydro-Electricity Generation",92,1616.53845
"2019/2020","PM25",2619,"Other Electricity Generation",92,147781.66525519
"2019/2020","PM25",2700,"Gas Supply",92,28213.0221303258
"2019/2020","PM25",2811,"Water Supply",92,4561.9492
"2019/2020","PM25",2812,"Sewerage and Drainage Services",92,34468.7570653885
"2019/2020","PM25",2911,"Solid Waste Collection Services",92,901.82
"2019/2020","PM25",2921,"Waste Treatment and Disposal Services",92,118432.109079933
"2019/2020","PM25",2922,"Waste Remediation and Materials Recovery Services",92,19877.947460821
"2019/2020","PM25",3321,"Petroleum Product Wholesaling",92,58768.9449024929
"2019/2020","PM25",4710,"Rail Freight Transport",92,10857.1191
"2019/2020","PM25",4820,"Water Passenger Transport",92,15366
"2019/2020","PM25",5211,"Stevedoring Services",92,9182.93
"2019/2020","PM25",5212,"Port and Water Transport Terminal Operations",92,341060.9068618
"2019/2020","PM25",5220,"Airport Operations and Other Air Transport Support Services",92,2252.6312775
"2019/2020","PM25",5309,"Other Warehousing and Storage Services",92,570.116215167
"2019/2020","PM25",5921,"Data Processing and Web Hosting Services",92,20.8923927936
"2019/2020","PM25",6910,"Scientific Research Services",92,609.8660797966
"2019/2020","PM25",8102,"Higher Education",92,5166.91303451766
"2019/2020","PM25",8401,"Hospitals (Except Psychiatric Hospitals)",92,16367.412696405
"2019/2020","PM25",9520,"Funeral, Crematorium and Cemetery Services",92,781.0516442
"2019/2020","PM25",9531,"Laundry and Dry-Cleaning Services",92,2637.262308357
"2019/2020","SO2",143,"Beef Cattle Feedlots (Specialised)",77,48678.8983049062
"2019/2020","SO2",171,"Poultry Farming (Meat)",77,165.2451255
"2019/2020","SO2",192,"Pig Farming",77,554.638
"2019/2020","SO2",600,"Coal Mining",77,87452.973111738
"2019/2020","SO2",700,"Oil and Gas Extraction",77,2788939.70941015
"2019/2020","SO2",801,"Iron Ore Mining",77,3656670.43628761
"2019/2020","SO2",802,"Bauxite Mining",77,32750.57
"2019/2020","SO2",803,"Copper Ore Mining",77,1376215.41493748
"2019/2020","SO2",804,"Gold Ore Mining",77,15627668.4025745
"2019/2020","SO2",805,"Mineral Sand Mining",77,2369347.10696007
"2019/2020","SO2",806,"Nickel Ore Mining",77,1848391.73351
